lineage	nuc_muts	spike_muts	s1_muts	s2_muts	ntd_muts	rbd_muts	orf1ab_muts	accessory_muts
BS.1	99.	40.	40.	0.	12.	23.	22.	14.
BS.1.1	101.	41.	41.	0.	12.	24.	22.	15.
BS.1.2	102.	41.	41.	0.	12.	24.	22.	14.
BT.1	90.	36.	36.	0.	11.	21.	13.	12.
BT.2	90.	36.	36.	0.	11.	21.	13.	11.
BU.1	93.	38.	38.	0.	11.	23.	14.	11.
BU.2	93.	37.	37.	0.	11.	22.	13.	12.
BU.3	96.	38.	38.	0.	12.	22.	14.	12.
BV.1	93.	37.	37.	0.	12.	21.	12.	11.
BV.2	91.	37.	37.	0.	11.	22.	12.	11.
BW.1	91.	38.	38.	0.	11.	23.	14.	11.
BW.1.1	93.	39.	39.	0.	11.	24.	14.	11.
BW.1.1.1	95.	39.	39.	0.	11.	24.	15.	11.
BW.1.1.2	94.	39.	39.	0.	11.	24.	15.	11.
BW.1.2	93.	39.	39.	0.	11.	24.	15.	11.
BY.1	91.	44.	44.	0.	16.	24.	16.	10.
BY.1.1	92.	45.	45.	0.	16.	25.	16.	10.
BY.1.1.1	97.	47.	47.	0.	18.	25.	19.	10.
BY.1.2	92.	44.	44.	0.	16.	24.	16.	10.
BY.1.2.1	96.	45.	45.	0.	16.	25.	18.	10.
BZ.1	95.	37.	37.	0.	11.	21.	15.	11.
BZ.2	94.	37.	37.	0.	11.	22.	14.	11.
C.1	14.	1.	1.	0.	0.	0.	3.	3.
C.11	17.	1.	1.	0.	0.	0.	3.	2.
C.1.2	30.	9.	9.	0.	3.	3.	5.	4.
C.13	13.	1.	1.	0.	0.	0.	4.	2.
C.14	13.	1.	1.	0.	0.	0.	3.	2.
C.16	16.	2.	2.	0.	0.	1.	5.	2.
C.2	14.	1.	1.	0.	0.	0.	5.	2.
C.2.1	22.	2.	2.	0.	0.	1.	6.	3.
C.23	13.	1.	1.	0.	0.	0.	3.	2.
C.26	15.	1.	1.	0.	0.	0.	3.	2.
C.29	13.	1.	1.	0.	0.	0.	3.	3.
C.32	13.	1.	1.	0.	0.	0.	3.	2.
C.33	13.	1.	1.	0.	0.	0.	3.	2.
C.35	15.	1.	1.	0.	0.	0.	5.	2.
C.36	13.	1.	1.	0.	0.	0.	3.	3.
C.36.3	32.	5.	5.	0.	1.	2.	13.	5.
C.36.3.1	40.	6.	6.	0.	1.	3.	14.	7.
C.37	29.	6.	6.	0.	3.	2.	7.	4.
C.37.1	33.	6.	6.	0.	3.	2.	7.	5.
C.38	32.	3.	3.	0.	1.	1.	10.	7.
C.39	31.	4.	4.	0.	1.	2.	11.	5.
C.4	14.	1.	1.	0.	0.	0.	3.	2.
C.40	23.	4.	4.	0.	1.	1.	8.	3.
CA.1	99.	46.	46.	0.	16.	25.	18.	11.
CA.2	96.	45.	45.	0.	16.	25.	16.	10.
CA.3	95.	44.	44.	0.	16.	24.	16.	11.
CA.3.1	99.	46.	46.	0.	16.	26.	16.	11.
CA.4	99.	45.	45.	0.	16.	25.	19.	10.
CA.5	98.	46.	46.	0.	17.	24.	16.	10.
CA.6	95.	44.	44.	0.	16.	24.	17.	10.
CA.7	98.	45.	45.	0.	16.	25.	17.	10.
CB.1	91.	44.	44.	0.	16.	24.	16.	10.
CC.1	92.	37.	37.	0.	11.	22.	15.	12.
CD.1	93.	38.	38.	0.	12.	22.	12.	11.
CD.2	93.	38.	38.	0.	12.	22.	13.	12.
CE.1	91.	37.	37.	0.	11.	22.	12.	12.
CF.1	91.	37.	37.	0.	12.	21.	13.	11.
CG.1	92.	37.	37.	0.	11.	22.	13.	12.
CH.1	94.	45.	45.	0.	16.	25.	19.	10.
CH.1.1	95.	46.	46.	0.	16.	26.	19.	10.
CH.1.1.1	99.	47.	47.	0.	17.	26.	21.	10.
CH.1.1.10	98.	46.	46.	0.	16.	26.	20.	10.
CH.1.1.11	97.	46.	46.	0.	16.	26.	20.	10.
CH.1.1.12	100.	46.	46.	0.	16.	26.	21.	10.
CH.1.1.13	100.	46.	46.	0.	16.	26.	19.	12.
CH.1.1.14	99.	46.	46.	0.	16.	26.	19.	12.
CH.1.1.15	98.	47.	47.	0.	17.	26.	19.	10.
CH.1.1.16	100.	47.	47.	0.	16.	26.	19.	11.
CH.1.1.17	98.	46.	46.	0.	16.	26.	19.	11.
CH.1.1.18	103.	47.	47.	0.	17.	26.	21.	11.
CH.1.1.19	98.	46.	46.	0.	16.	26.	19.	10.
CH.1.1.2	100.	46.	46.	0.	16.	26.	21.	10.
CH.1.1.20	104.	48.	48.	0.	17.	27.	20.	10.
CH.1.1.21	99.	47.	47.	0.	16.	27.	19.	10.
CH.1.1.22	103.	47.	47.	0.	16.	26.	20.	11.
CH.1.1.23	99.	47.	47.	0.	16.	27.	19.	10.
CH.1.1.24	98.	46.	46.	0.	16.	26.	19.	10.
CH.1.1.25	98.	46.	46.	0.	16.	26.	21.	10.
CH.1.1.26	101.	46.	46.	0.	16.	26.	19.	10.
CH.1.1.27	96.	46.	46.	0.	16.	26.	20.	10.
CH.1.1.28	99.	46.	46.	0.	16.	26.	20.	11.
CH.1.1.29	98.	47.	47.	0.	16.	26.	20.	10.
CH.1.1.3	96.	47.	47.	0.	17.	26.	19.	10.
CH.1.1.30	99.	46.	46.	0.	16.	26.	20.	10.
CH.1.1.31	103.	46.	46.	0.	16.	26.	23.	10.
CH.1.1.32	101.	46.	46.	0.	16.	26.	20.	11.
CH.1.1.4	98.	47.	47.	0.	16.	26.	19.	10.
CH.1.1.5	100.	46.	46.	0.	16.	26.	19.	11.
CH.1.1.6	100.	46.	46.	0.	16.	26.	21.	10.
CH.1.1.7	96.	46.	46.	0.	16.	26.	20.	10.
CH.1.1.8	99.	46.	46.	0.	16.	26.	19.	10.
CH.1.1.9	100.	46.	46.	0.	16.	26.	19.	11.
CH.2	93.	45.	45.	0.	17.	24.	18.	10.
CH.3	96.	45.	45.	0.	16.	25.	19.	10.
CH.3.1	97.	46.	46.	0.	16.	26.	19.	10.
CJ.1	95.	46.	46.	0.	16.	26.	17.	10.
CJ.1.1	97.	47.	47.	0.	16.	27.	18.	10.
CJ.1.2	97.	46.	46.	0.	16.	26.	19.	10.
CJ.1.3	98.	46.	46.	0.	16.	26.	17.	10.
CJ.1.3.1	105.	47.	47.	0.	17.	26.	18.	10.
CJ.1.3.2	100.	46.	46.	0.	16.	26.	18.	10.
CK.1	91.	38.	38.	0.	11.	23.	12.	11.
CK.1.1	92.	38.	38.	0.	11.	23.	12.	11.
CK.1.1.1	96.	39.	39.	0.	11.	23.	13.	11.
CK.1.1.2	96.	38.	38.	0.	11.	23.	12.	11.
CK.1.2	95.	40.	40.	0.	12.	24.	13.	11.
CK.1.3	93.	40.	40.	0.	13.	23.	12.	11.
CK.1.4	96.	38.	38.	0.	11.	23.	12.	12.
CK.1.5	95.	38.	38.	0.	11.	23.	13.	11.
CK.2	91.	37.	37.	0.	11.	22.	12.	12.
CK.2.1	92.	38.	38.	0.	11.	23.	12.	12.
CK.2.1.1	97.	39.	39.	0.	12.	23.	14.	12.
CK.3	92.	38.	38.	0.	11.	23.	12.	12.
CL.1	92.	39.	39.	0.	12.	23.	12.	13.
CL.1.1	95.	39.	39.	0.	12.	23.	12.	13.
CL.1.2	95.	39.	39.	0.	12.	23.	12.	13.
CL.1.3	95.	40.	40.	0.	13.	23.	12.	13.
CM.1	98.	44.	44.	0.	16.	24.	20.	10.
CM.10	98.	45.	45.	0.	15.	26.	20.	10.
CM.11	101.	45.	45.	0.	15.	26.	20.	10.
CM.12	102.	43.	43.	0.	15.	24.	20.	11.
CM.2	98.	43.	43.	0.	15.	24.	21.	10.
CM.2.1	101.	44.	44.	0.	15.	25.	21.	10.
CM.3	99.	44.	44.	0.	15.	25.	21.	10.
CM.4	98.	43.	43.	0.	15.	24.	21.	10.
CM.4.1	100.	44.	44.	0.	15.	25.	21.	10.
CM.5	98.	43.	43.	0.	15.	24.	20.	10.
CM.5.1	99.	44.	44.	0.	15.	24.	20.	10.
CM.5.2	99.	44.	44.	0.	15.	25.	20.	10.
CM.6	97.	43.	43.	0.	15.	24.	21.	10.
CM.6.1	104.	44.	44.	0.	15.	25.	23.	10.
CM.7	100.	44.	44.	0.	15.	25.	21.	10.
CM.7.1	100.	45.	45.	0.	16.	25.	20.	10.
CM.7.1.1	105.	46.	46.	0.	16.	26.	23.	10.
CM.8	98.	44.	44.	0.	15.	25.	20.	10.
CM.8.1	100.	45.	45.	0.	15.	26.	20.	10.
CM.8.1.1	105.	46.	46.	0.	16.	26.	21.	10.
CM.8.1.2	103.	46.	46.	0.	16.	26.	20.	10.
CM.8.1.3	104.	45.	45.	0.	15.	26.	20.	11.
CM.8.1.4	102.	45.	45.	0.	15.	26.	21.	10.
CM.8.1.5	105.	47.	47.	0.	17.	26.	20.	11.
CM.9	98.	44.	44.	0.	16.	24.	20.	10.
CN.1	92.	37.	37.	0.	11.	22.	12.	11.
CN.2	94.	38.	38.	0.	12.	22.	12.	11.
CP.1	91.	37.	37.	0.	11.	22.	12.	11.
CP.1.1	95.	38.	38.	0.	11.	23.	12.	11.
CP.1.2	95.	38.	38.	0.	12.	22.	13.	11.
CP.1.3	94.	38.	38.	0.	11.	23.	13.	11.
CP.2	93.	38.	38.	0.	11.	23.	13.	11.
CP.3	92.	38.	38.	0.	11.	23.	13.	11.
CP.4	93.	37.	37.	0.	11.	22.	12.	11.
CP.5	91.	37.	37.	0.	11.	22.	12.	11.
CP.6	92.	37.	37.	0.	11.	22.	12.	11.
CP.7	99.	37.	37.	0.	11.	22.	13.	15.
CP.8	94.	37.	37.	0.	11.	22.	13.	11.
CP.8.1	100.	37.	37.	0.	11.	22.	17.	11.
CQ.1	93.	39.	39.	0.	12.	23.	14.	12.
CQ.1.1	96.	40.	40.	0.	13.	23.	14.	12.
CQ.2	94.	40.	40.	0.	12.	24.	15.	12.
CR.1	91.	38.	38.	0.	11.	23.	12.	11.
CR.1.1	95.	39.	39.	0.	12.	23.	13.	11.
CR.1.2	96.	39.	39.	0.	11.	24.	13.	12.
CR.1.3	95.	39.	39.	0.	12.	23.	13.	11.
CR.2	91.	38.	38.	0.	12.	22.	12.	11.
CS.1	87.	39.	39.	0.	11.	24.	12.	12.
CT.1	92.	38.	38.	0.	11.	23.	12.	11.
CU.1	90.	39.	39.	0.	12.	22.	11.	12.
CV.1	99.	45.	45.	0.	16.	25.	18.	10.
CV.2	97.	45.	45.	0.	16.	25.	19.	10.
CW.1	95.	40.	40.	0.	11.	25.	16.	12.
CY.1	95.	38.	38.	0.	11.	23.	13.	12.
CY.2	100.	37.	37.	0.	11.	22.	14.	12.
CZ.1	99.	40.	40.	0.	11.	25.	17.	12.
CZ.2	97.	39.	39.	0.	11.	24.	17.	12.
D.2	14.	2.	2.	0.	0.	1.	2.	2.
DA.1	92.	38.	38.	0.	11.	23.	12.	11.
DB.1	97.	39.	39.	0.	11.	24.	12.	11.
DB.2	94.	38.	38.	0.	12.	22.	12.	11.
DB.3	105.	39.	39.	0.	11.	24.	14.	11.
DC.1	82.	39.	39.	0.	11.	23.	11.	11.
DD.1	86.	40.	40.	0.	12.	24.	14.	10.
DE.1	88.	36.	36.	0.	11.	21.	12.	11.
DE.2	96.	38.	38.	0.	12.	22.	14.	12.
DF.1	94.	38.	38.	0.	12.	22.	15.	12.
DF.1.1	97.	39.	39.	0.	12.	23.	15.	13.
DG.1	98.	40.	40.	0.	13.	23.	14.	12.
DH.1	89.	36.	36.	0.	11.	21.	15.	11.
DJ.1	89.	37.	37.	0.	11.	22.	11.	12.
DJ.1.1	92.	38.	38.	0.	11.	23.	11.	13.
DJ.1.1.1	99.	39.	39.	0.	12.	23.	11.	14.
DJ.1.2	96.	39.	39.	0.	12.	23.	13.	13.
DJ.1.3	94.	38.	38.	0.	11.	23.	13.	12.
DK.1	96.	40.	40.	0.	11.	25.	18.	12.
DL.1	91.	39.	39.	0.	11.	23.	12.	11.
DM.1	95.	40.	40.	0.	11.	25.	16.	12.
DN.1	98.	40.	40.	0.	12.	24.	18.	12.
DN.1.1	99.	40.	40.	0.	12.	24.	19.	12.
DN.1.1.1	104.	41.	41.	0.	12.	25.	21.	12.
DN.1.1.2	101.	41.	41.	0.	12.	25.	19.	12.
DN.1.1.3	101.	40.	40.	0.	12.	24.	19.	12.
DN.1.1.4	101.	41.	41.	0.	12.	25.	19.	12.
DN.2	98.	39.	39.	0.	11.	24.	19.	12.
DN.3	97.	39.	39.	0.	11.	24.	19.	12.
DN.3.1	98.	40.	40.	0.	12.	24.	19.	12.
DP.1	97.	40.	40.	0.	11.	25.	18.	12.
DQ.1	96.	38.	38.	0.	12.	22.	12.	11.
DR.1	96.	40.	40.	0.	12.	24.	16.	12.
DR.2	97.	40.	40.	0.	11.	25.	16.	12.
DS.1	101.	47.	47.	0.	16.	27.	18.	11.
DS.2	102.	46.	46.	0.	16.	25.	19.	11.
DS.3	100.	45.	45.	0.	16.	25.	18.	12.
DT.1	97.	41.	41.	0.	12.	25.	17.	12.
DT.2	95.	41.	41.	0.	12.	24.	16.	12.
DT.3	95.	41.	41.	0.	13.	24.	16.	12.
DU.1	97.	40.	40.	0.	12.	24.	16.	13.
DV.1	102.	48.	48.	0.	18.	26.	21.	11.
DV.1.1	104.	49.	49.	0.	18.	26.	21.	12.
DV.2	102.	48.	48.	0.	17.	26.	21.	11.
DV.3	103.	47.	47.	0.	17.	26.	22.	11.
DV.3.1	104.	47.	47.	0.	17.	26.	23.	11.
DV.4	101.	47.	47.	0.	17.	26.	21.	10.
DV.5	103.	48.	48.	0.	17.	26.	22.	11.
DV.6	102.	47.	47.	0.	17.	26.	21.	11.
DV.6.1	104.	48.	48.	0.	17.	26.	21.	11.
DV.6.2	105.	48.	48.	0.	17.	26.	22.	11.
DV.7	104.	47.	47.	0.	17.	26.	22.	11.
DV.7.1	110.	49.	49.	0.	17.	28.	23.	12.
DV.7.1.1	112.	50.	50.	0.	17.	28.	24.	12.
DV.7.1.2	113.	49.	49.	0.	17.	28.	24.	12.
DV.7.1.3	113.	50.	50.	0.	18.	28.	24.	12.
DV.7.1.4	112.	49.	49.	0.	17.	28.	24.	12.
DV.7.1.5	111.	49.	49.	0.	17.	28.	23.	13.
DV.7.1.6	116.	50.	50.	0.	18.	28.	23.	14.
DV.7.1.7	117.	50.	50.	0.	18.	28.	25.	13.
DV.7.1.8	113.	49.	49.	0.	17.	28.	25.	12.
DV.7.1.9	113.	49.	49.	0.	17.	28.	24.	12.
DV.7.2	109.	47.	47.	0.	17.	26.	23.	12.
DV.8	104.	48.	48.	0.	17.	26.	21.	11.
DW.1	95.	39.	39.	0.	11.	24.	15.	12.
DY.1	95.	37.	37.	0.	11.	21.	12.	11.
DY.1.1	98.	38.	38.	0.	12.	21.	14.	11.
DY.2	96.	36.	36.	0.	11.	21.	12.	12.
DY.3	96.	36.	36.	0.	11.	21.	13.	11.
DY.4	95.	36.	36.	0.	11.	21.	13.	11.
DZ.1	97.	36.	36.	0.	11.	21.	14.	11.
DZ.2	96.	37.	37.	0.	12.	21.	13.	11.
EA.1	95.	39.	39.	0.	11.	24.	16.	13.
EA.2	95.	40.	40.	0.	11.	25.	16.	12.
EB.1	90.	37.	37.	0.	11.	22.	12.	11.
EC.1	97.	40.	40.	0.	12.	23.	16.	12.
EC.1.1	98.	41.	41.	0.	12.	24.	16.	12.
ED.1	97.	39.	39.	0.	11.	24.	17.	13.
ED.2	95.	39.	39.	0.	11.	24.	17.	12.
ED.3	95.	39.	39.	0.	11.	24.	16.	12.
EE.1	95.	39.	39.	0.	11.	24.	16.	13.
EE.2	95.	39.	39.	0.	11.	24.	17.	12.
EE.3	95.	39.	39.	0.	11.	24.	16.	12.
EE.4	95.	40.	40.	0.	12.	24.	16.	12.
EE.5	95.	40.	40.	0.	12.	24.	16.	12.
EF.1	96.	39.	39.	0.	11.	24.	16.	13.
EF.1.1	98.	39.	39.	0.	11.	24.	16.	13.
EF.1.1.1	99.	40.	40.	0.	12.	24.	16.	13.
EF.1.2	98.	39.	39.	0.	11.	24.	16.	13.
EF.1.3	98.	39.	39.	0.	11.	24.	16.	14.
EF.2	95.	39.	39.	0.	11.	24.	17.	13.
EF.3	95.	39.	39.	0.	11.	24.	16.	13.
EG.1	99.	36.	36.	0.	8.	23.	17.	12.
EG.10	99.	37.	37.	0.	8.	25.	17.	11.
EG.10.1	107.	38.	38.	0.	8.	26.	18.	11.
EG.10.1.1	107.	38.	38.	0.	8.	26.	21.	11.
EG.1.1	102.	38.	38.	0.	9.	23.	18.	12.
EG.11	101.	36.	36.	0.	8.	23.	17.	11.
EG.1.2	100.	36.	36.	0.	8.	23.	17.	13.
EG.12	102.	37.	37.	0.	9.	23.	18.	13.
EG.1.3	101.	36.	36.	0.	8.	23.	17.	12.
EG.13	100.	35.	35.	0.	8.	23.	18.	11.
EG.1.4	100.	36.	36.	0.	8.	23.	18.	12.
EG.14	100.	35.	35.	0.	8.	23.	18.	12.
EG.1.4.1	108.	37.	37.	0.	9.	23.	21.	14.
EG.1.5	100.	37.	37.	0.	9.	23.	17.	12.
EG.1.6	100.	36.	36.	0.	8.	23.	17.	12.
EG.1.7	100.	37.	37.	0.	9.	23.	17.	12.
EG.1.8	105.	37.	37.	0.	8.	23.	19.	12.
EG.2	100.	36.	36.	0.	8.	24.	17.	11.
EG.2.1	110.	38.	38.	0.	8.	26.	19.	12.
EG.2.2	105.	37.	37.	0.	9.	24.	18.	12.
EG.2.3	103.	36.	36.	0.	8.	24.	19.	11.
EG.2.4	106.	37.	37.	0.	8.	25.	18.	11.
EG.2.5	102.	37.	37.	0.	8.	24.	17.	11.
EG.3	99.	35.	35.	0.	8.	23.	18.	12.
EG.4	99.	35.	35.	0.	8.	23.	17.	11.
EG.4.1	101.	35.	35.	0.	8.	23.	17.	12.
EG.4.2	103.	36.	36.	0.	8.	23.	17.	11.
EG.4.3	101.	36.	36.	0.	8.	23.	17.	12.
EG.4.4	102.	35.	35.	0.	8.	23.	19.	11.
EG.4.5	100.	36.	36.	0.	8.	24.	17.	11.
EG.5	103.	37.	37.	0.	8.	24.	19.	11.
EG.5.1	104.	37.	37.	0.	9.	24.	19.	11.
EG.5.1.1	108.	37.	37.	0.	9.	24.	20.	11.
EG.5.1.10	106.	37.	37.	0.	9.	24.	20.	11.
EG.5.1.11	105.	38.	38.	0.	10.	24.	19.	11.
EG.5.1.12	106.	37.	37.	0.	9.	24.	19.	11.
EG.5.1.13	105.	37.	37.	0.	9.	24.	19.	11.
EG.5.1.14	106.	37.	37.	0.	9.	24.	19.	11.
EG.5.1.15	105.	37.	37.	0.	9.	24.	20.	11.
EG.5.1.16	105.	37.	37.	0.	9.	24.	20.	11.
EG.5.1.17	106.	38.	38.	0.	9.	25.	19.	11.
EG.5.1.18	106.	37.	37.	0.	9.	24.	20.	12.
EG.5.1.19	105.	37.	37.	0.	9.	24.	19.	12.
EG.5.1.2	106.	37.	37.	0.	9.	24.	20.	11.
EG.5.1.3	106.	37.	37.	0.	9.	24.	20.	11.
EG.5.1.4	105.	37.	37.	0.	9.	24.	20.	11.
EG.5.1.5	110.	37.	37.	0.	9.	24.	22.	11.
EG.5.1.6	107.	38.	38.	0.	10.	24.	20.	11.
EG.5.1.7	105.	38.	38.	0.	10.	24.	19.	11.
EG.5.1.8	106.	38.	38.	0.	9.	25.	19.	11.
EG.5.1.9	108.	38.	38.	0.	10.	24.	20.	11.
EG.5.2	104.	36.	36.	0.	8.	24.	19.	12.
EG.5.2.1	110.	36.	36.	0.	8.	24.	21.	13.
EG.5.2.2	107.	36.	36.	0.	8.	24.	20.	12.
EG.5.2.3	106.	36.	36.	0.	8.	24.	19.	12.
EG.5.2.4	109.	37.	37.	0.	8.	24.	21.	13.
EG.6	98.	35.	35.	0.	8.	23.	17.	11.
EG.6.1	101.	36.	36.	0.	8.	24.	17.	12.
EG.6.1.1	107.	38.	38.	0.	9.	25.	19.	12.
EG.6.1.2	103.	36.	36.	0.	8.	24.	17.	12.
EG.7	103.	37.	37.	0.	8.	25.	19.	11.
EG.8	99.	35.	35.	0.	8.	23.	18.	11.
EG.9	102.5	36.5	36.5	0.	8.	24.5	19.	11.
EG.9.1	104.	37.	37.	0.	8.	25.	19.	11.
EH.1	100.	42.	42.	0.	14.	24.	17.	12.
EJ.1	98.	45.	45.	0.	16.	25.	18.	11.
EJ.2	98.	45.	45.	0.	16.	25.	19.	11.
EJ.3	100.	45.	45.	0.	16.	25.	18.	11.
EK.1	98.	36.	36.	0.	8.	24.	15.	11.
EK.2	99.	36.	36.	0.	9.	23.	16.	11.
EK.2.1	101.	37.	37.	0.	9.	24.	16.	11.
EK.3	98.	36.	36.	0.	9.	23.	15.	11.
EK.4	96.	36.	36.	0.	8.	23.	15.	11.
EL.1	96.	36.	36.	0.	8.	23.	15.	11.
EM.1	96.	36.	36.	0.	9.	23.	16.	11.
EN.1	96.	40.	40.	0.	12.	24.	16.	13.
EN.1.1	98.	41.	41.	0.	13.	24.	16.	13.
EP.1	105.	47.	47.	0.	16.	26.	20.	10.
EP.1.1	109.	47.	47.	0.	16.	26.	21.	11.
EP.1.1.1	118.	49.	49.	0.	18.	26.	21.	11.
EP.2	104.	46.	46.	0.	16.	25.	19.	11.
EQ.1	90.	37.	37.	0.	12.	21.	13.	11.
ER.1	95.	40.	40.	0.	12.	24.	16.	12.
ER.1.1	99.	41.	41.	0.	13.	24.	17.	13.
ES.1	97.	41.	41.	0.	13.	24.	16.	13.
ET.1	99.	41.	41.	0.	13.	24.	17.	12.
EU.1	96.	36.	36.	0.	8.	24.	15.	11.
EU.1.1	98.	37.	37.	0.	8.	25.	15.	11.
EU.1.1.1	99.	37.	37.	0.	8.	25.	15.	11.
EU.1.1.2	99.	37.	37.	0.	8.	25.	15.	11.
EU.1.1.3	100.	38.	38.	0.	9.	25.	15.	12.
EV.1	103.	43.	43.	0.	14.	25.	16.	12.
EW.1	98.	41.	41.	0.	12.	25.	16.	12.
EW.2	99.	40.	40.	0.	12.	24.	17.	12.
EW.3	98.	41.	41.	0.	12.	25.	16.	12.
EY.1	100.	41.	41.	0.	12.	24.	16.	13.
EZ.1	100.	42.	42.	0.	13.	24.	16.	13.
FA.1	95.	40.	40.	0.	11.	25.	16.	12.
FA.2	97.	40.	40.	0.	11.	25.	16.	12.
FB.1	99.	40.	40.	0.	12.	23.	16.	13.
FB.2	101.	40.	40.	0.	11.	24.	17.	13.
FC.1	95.	40.	40.	0.	11.	25.	17.	12.
FD.1	100.	35.	35.	0.	8.	23.	16.	13.
FD.1.1	102.	36.	36.	0.	8.	24.	17.	13.
FD.2	97.	36.	36.	0.	9.	23.	16.	11.
FD.2.1	100.	36.	36.	0.	9.	23.	17.	11.
FD.3	97.	36.	36.	0.	8.	24.	15.	11.
FD.4	96.	35.	35.	0.	8.	23.	16.	11.
FD.4.1	98.	35.	35.	0.	8.	23.	18.	11.
FD.5	96.	35.	35.	0.	8.	23.	15.	11.
FD.5.1	100.	37.	37.	0.	9.	24.	15.	11.
FE.1	96.	36.	36.	0.	8.	24.	17.	12.
FE.1.1	98.	36.	36.	0.	8.	24.	17.	13.
FE.1.1.1	101.5	36.	36.	0.	8.	24.	18.	13.
FE.1.1.2	101.	36.	36.	0.	8.	24.	18.	13.
FE.1.1.3	100.	36.	36.	0.	8.	24.	17.	13.
FE.1.1.4	100.	36.	36.	0.	8.	24.	17.	13.
FE.1.1.5	100.	37.	37.	0.	8.	24.	17.	13.
FE.1.2	97.	36.	36.	0.	8.	24.	17.	12.
FF.1	102.	40.	40.	0.	12.	23.	19.	12.
FG.1	101.	38.	38.	0.	9.	25.	16.	13.
FG.2	95.	36.	36.	0.	9.	23.	15.	11.
FG.3	96.	35.	35.	0.	8.	23.	15.	11.
FH.1	97.	35.	35.	0.	8.	23.	15.	11.
FJ.1	100.	46.	46.	0.	16.	26.	20.	11.
FK.1	102.5	48.	48.	0.	17.	26.	20.	11.
FK.1.1	108.	48.	48.	0.	17.	26.	22.	11.
FK.1.1.1	112.	49.	49.	0.	17.	27.	23.	11.
FK.1.1.2	110.	48.	48.	0.	17.	26.	22.	11.
FK.1.2	105.	48.	48.	0.	17.	26.	22.	11.
FK.1.2.1	106.	48.	48.	0.	17.	26.	23.	11.
FK.1.2.2	110.	48.	48.	0.	17.	26.	25.	12.
FK.1.3	110.	48.	48.	0.	17.	26.	22.	11.
FK.1.3.1	111.	49.	49.	0.	17.	26.	22.	11.
FK.1.3.2	113.	48.	48.	0.	17.	26.	22.	11.
FK.1.4	106.	48.	48.	0.	17.	26.	20.	12.
FK.1.4.1	108.	49.	49.	0.	18.	26.	21.	12.
FK.1.5	109.	48.	48.	0.	17.	26.	21.	11.
FL.1	99.5	35.	35.	0.	8.	23.	18.	11.
FL.10	97.	35.	35.	0.	8.	23.	18.	11.
FL.10.1	100.	36.	36.	0.	8.	23.	18.	11.
FL.10.2	109.	37.	37.	0.	8.	25.	20.	15.
FL.10.3	99.	36.	36.	0.	9.	23.	18.	11.
FL.1.1	100.	35.	35.	0.	8.	23.	19.	11.
FL.11	100.	35.	35.	0.	8.	23.	18.	11.
FL.1.1.1	103.	35.	35.	0.	8.	23.	20.	11.
FL.1.2	100.	35.	35.	0.	8.	23.	19.	11.
FL.12	97.	35.	35.	0.	8.	23.	18.	11.
FL.1.3	102.	35.	35.	0.	8.	23.	20.	11.
FL.13	97.	35.	35.	0.	8.	23.	17.	11.
FL.13.1	101.	36.	36.	0.	8.	24.	19.	11.
FL.13.2	100.	36.	36.	0.	8.	24.	17.	11.
FL.13.2.1	104.	37.	37.	0.	9.	24.	19.	11.
FL.13.3	98.	35.	35.	0.	8.	23.	17.	11.
FL.13.3.1	100.	36.	36.	0.	9.	23.	18.	11.
FL.13.4	102.	37.	37.	0.	9.	24.	18.	11.
FL.13.4.1	112.	39.	39.	0.	10.	25.	21.	11.
FL.13.5	105.	36.	36.	0.	8.	24.	19.	11.
FL.1.4	101.	36.	36.	0.	8.	24.	18.	11.
FL.14	100.	35.	35.	0.	8.	23.	17.	11.
FL.1.5	102.	36.	36.	0.	8.	24.	19.	11.
FL.15	100.5	36.	36.	0.	8.	24.	19.	11.
FL.1.5.1	104.	37.	37.	0.	8.	25.	20.	11.
FL.15.1	105.	37.	37.	0.	8.	25.	21.	11.
FL.15.1.1	110.	38.	38.	0.	8.	26.	24.	11.
FL.1.5.2	106.	38.	38.	0.	8.	25.	19.	11.
FL.15.2	107.	37.	37.	0.	9.	24.	21.	11.
FL.15.3	102.	37.	37.	0.	9.	24.	19.	11.
FL.15.4	103.	37.	37.	0.	9.	24.	20.	11.
FL.1.6	102.	36.	36.	0.	8.	24.	18.	11.
FL.16	98.	36.	36.	0.	9.	23.	17.	11.
FL.1.7	106.	36.	36.	0.	8.	24.	18.	12.
FL.17	98.	35.	35.	0.	8.	23.	17.	11.
FL.17.1	103.	36.	36.	0.	9.	23.	19.	11.
FL.17.2	101.	36.	36.	0.	8.	24.	17.	12.
FL.1.8	107.	37.	37.	0.	8.	25.	21.	12.
FL.18	97.	35.	35.	0.	8.	23.	18.	11.
FL.18.1	100.	35.	35.	0.	8.	23.	18.	12.
FL.18.1.1	105.	37.	37.	0.	9.	24.	20.	12.
FL.19	100.	35.	35.	0.	8.	23.	17.	11.
FL.19.1	106.	36.	36.	0.	8.	24.	18.	11.
FL.2	97.	35.	35.	0.	8.	23.	17.	11.
FL.20	104.	37.	37.	0.	9.	24.	18.	12.
FL.20.1	105.	38.	38.	0.	9.	25.	18.	12.
FL.20.2	107.	38.	38.	0.	9.	25.	18.	12.
FL.2.1	98.	35.	35.	0.	8.	23.	17.	11.
FL.21	97.	35.	35.	0.	8.	23.	17.	11.
FL.21.1	99.	35.	35.	0.	8.	23.	17.	11.
